,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,t_opt
222,443.992732,45.409021,2.388492,-0.004337,4.936995,-2.270593,-3.412565,2.074388,10.739748
223,445.992699,45.622640,2.377578,-0.006560,4.787060,-2.179452,-3.690837,2.121250,10.783684
224,447.992666,45.828474,2.362325,-0.008677,4.625640,-2.086679,-4.075724,2.195377,10.827419
225,449.992633,46.026028,2.342944,-0.010687,4.448167,-1.991084,-3.942161,2.292357,10.870963
226,451.992601,46.215206,2.319654,-0.012585,4.277225,-1.891681,-3.651206,2.406500,10.914325
227,453.992568,46.396535,2.292681,-0.014368,4.119528,-1.787744,-3.514209,2.531484,10.957516
228,455.992535,46.570533,2.262260,-0.016033,3.968323,-1.678822,-4.058573,2.661494,11.000543
229,457.992502,46.736930,2.228632,-0.017574,3.794327,-1.564720,-4.240948,2.790126,11.043414
230,459.992470,46.895170,2.192046,-0.018989,3.613135,-1.445514,-4.716059,2.911137,11.086138
231,461.992437,47.044762,2.152759,-0.020273,3.412297,-1.321540,-5.096242,3.019636,11.128724
232,463.992404,47.185043,2.111035,-0.021424,3.195929,-1.193337,-5.431972,3.111211,11.171181
233,465.992371,47.315479,2.067142,-0.022439,2.965959,-1.061620,-4.760153,3.180876,11.213517
234,467.992339,47.436474,2.021354,-0.023318,2.764959,-0.927306,-4.335632,3.224785,11.255743
235,469.992306,47.549096,1.973945,-0.024059,2.582329,-0.791468,-3.530460,3.240831,11.297866
236,471.992273,47.654508,1.925189,-0.024664,2.433951,-0.655262,-3.006037,3.227425,11.339894
237,473.992241,47.753942,1.875358,-0.025134,2.307881,-0.519908,-3.287150,3.185449,11.381832
238,475.992208,47.847658,1.824716,-0.025473,2.170298,-0.386581,-1.187727,3.112965,11.423687
239,477.992175,47.937288,1.773523,-0.025685,2.120680,-0.256535,1.092207,3.008815,11.465463
240,479.992142,48.026666,1.722031,-0.025774,2.166223,-0.131072,1.535497,2.880163,11.507161
241,481.992110,48.118155,1.670476,-0.025747,2.230131,-0.011199,1.923745,2.734916,11.548782
242,483.992077,48.212455,1.619088,-0.025609,2.310044,0.102410,1.822582,2.578098,11.590322
243,485.992044,48.309791,1.568078,-0.025370,2.385604,0.209292,1.941626,2.413800,11.631780
244,487.992011,48.410152,1.517644,-0.025035,2.465935,0.309158,1.627905,2.245393,11.673153
245,489.991979,48.513347,1.467968,-0.024613,2.533144,0.401861,1.833765,2.075816,11.714438
246,491.991946,48.619259,1.419219,-0.024111,2.608688,0.487376,1.832493,1.907317,11.755635
247,493.991913,48.728037,1.371548,-0.023535,2.684013,0.565777,2.167926,1.741743,11.796740
248,495.991880,48.839935,1.325097,-0.022894,2.772922,0.637208,2.366095,1.580510,11.837751
249,497.991848,48.955371,1.279990,-0.022193,2.869732,0.701875,2.125615,1.424733,11.878666
250,499.991815,49.074276,1.236338,-0.021441,2.956493,0.760029,2.168140,1.275320,11.919483
251,501.991782,49.196450,1.194240,-0.020641,3.044772,0.811955,2.394268,1.133045,11.960200
252,503.991749,49.322082,1.153782,-0.019802,3.142010,0.857971,2.604682,0.998439,12.000813
253,505.991717,49.451494,1.115039,-0.018929,3.247519,0.898415,2.732271,0.871749,12.041320
254,507.991684,49.584920,1.078073,-0.018025,3.357901,0.933633,2.924615,0.753078,12.081719
