s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
1819.331344,-802.347134,-1025.248684,105.954505,-2.973084,-0.104069,-0.010054,0.008730,-0.001985,0.000294,-4.161063,4.481347,0.001200,-0.002073,0.008662
1821.345252,-804.320283,-1025.593319,106.163627,-2.955502,-0.108068,-0.009463,0.008643,-0.001832,0.000257,-3.970794,4.671694,0.001190,-0.001913,0.008575
1823.361050,-806.288083,-1025.972758,106.380957,-2.938080,-0.111761,-0.008944,0.008438,-0.001598,0.000227,-3.781236,4.871960,0.001168,-0.001673,0.008371
1825.378029,-808.249354,-1026.386349,106.605817,-2.921061,-0.114985,-0.008486,0.008104,-0.001302,0.000195,-3.608796,5.067419,0.001125,-0.001370,0.008040
1827.395606,-810.203227,-1026.832955,106.837205,-2.904710,-0.117611,-0.008093,0.007682,-0.000959,0.000164,-3.453219,5.234343,0.001066,-0.001021,0.007621
1829.413336,-812.149187,-1027.310931,107.073876,-2.889210,-0.119546,-0.007761,0.007521,-0.000588,0.000097,-3.308281,5.421543,0.000994,-0.000646,0.007462
1831.430881,-814.086969,-1027.818510,107.314403,-2.874037,-0.120733,-0.007566,0.007591,-0.000224,-0.000001,-3.163262,5.637044,0.000914,-0.000281,0.007534
1833.447880,-816.016019,-1028.355246,107.557237,-2.858725,-0.121185,-0.007568,0.007626,0.000105,-0.000094,-3.040699,5.818765,0.000828,0.000048,0.007571
1835.464049,-817.935706,-1028.921265,107.800870,-2.843350,-0.120973,-0.007758,0.007553,0.000396,-0.000175,-2.883391,5.996374,0.000737,0.000338,0.007501
1837.479252,-819.845610,-1029.516426,108.043961,-2.828129,-0.120175,-0.008109,0.007459,0.000637,-0.000232,-2.691786,6.210371,0.000662,0.000577,0.007410
1839.493513,-821.745567,-1030.140245,108.285338,-2.813105,-0.118891,-0.008576,0.007447,0.000811,-0.000267,-2.537077,6.394476,0.000616,0.000747,0.007401
1841.506973,-823.635497,-1030.792318,108.524049,-2.798112,-0.117259,-0.009114,0.007526,0.000919,-0.000285,-2.374173,6.555389,0.000595,0.000851,0.007482
1843.519858,-825.515252,-1031.472635,108.759423,-2.782963,-0.115409,-0.009688,0.007669,0.000961,-0.000276,-2.186887,6.736375,0.000608,0.000887,0.007627
1845.532495,-827.384616,-1032.181525,108.991066,-2.767528,-0.113475,-0.010243,0.007880,0.000920,-0.000237,-2.040730,6.901683,0.000655,0.000840,0.007839
1847.545284,-829.243304,-1032.919572,109.218851,-2.751667,-0.111622,-0.010721,0.008166,0.000805,-0.000190,-1.908480,7.025690,0.000719,0.000718,0.008123
1849.558678,-831.090896,-1033.687634,109.442989,-2.735225,-0.110002,-0.011103,0.008529,0.000630,-0.000152,-1.755319,7.155785,0.000784,0.000536,0.008484
1851.573170,-832.926811,-1034.486854,109.663997,-2.718043,-0.108734,-0.011410,0.008972,0.000389,-0.000135,-1.645748,7.278133,0.000839,0.000287,0.008923
1853.589260,-834.750249,-1035.318656,109.882625,-2.699955,-0.107949,-0.011682,0.009434,0.000099,-0.000161,-1.574728,7.369419,0.000855,-0.000010,0.009379
1855.607410,-836.560141,-1036.184690,110.099889,-2.680916,-0.107749,-0.012008,0.009897,-0.000205,-0.000259,-1.501934,7.438955,0.000805,-0.000323,0.009837
1857.628014,-838.355229,-1037.086558,110.317000,-2.660918,-0.108163,-0.012531,0.010411,-0.000497,-0.000446,-1.464336,7.469133,0.000677,-0.000627,0.010343
1859.651346,-840.134011,-1038.025804,110.535217,-2.639853,-0.109169,-0.013434,0.011086,-0.000752,-0.000744,-1.489236,7.481655,0.000464,-0.000900,0.011009
1861.677528,-841.894607,-1039.004110,110.755743,-2.617391,-0.110693,-0.014942,0.011940,-0.000934,-0.001158,-1.550178,7.462957,0.000160,-0.001111,0.011851
1863.706524,-843.634495,-1040.023668,110.979612,-2.593166,-0.112588,-0.017293,0.012910,-0.001024,-0.001661,-1.640952,7.403464,-0.000211,-0.001246,0.012809
1865.738113,-845.350494,-1041.087035,111.207543,-2.566938,-0.114669,-0.020667,0.013943,-0.001035,-0.002203,-1.772420,7.305569,-0.000608,-0.001321,0.013827
