s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
5490.477729,178.416601,-476.963791,5.865839,2.505373,-0.018550,-0.016799,-0.000551,-0.001176,0.002031,-4.637869,4.637869,0.002021,-0.001167,-0.000571
5491.537988,177.565427,-476.331918,5.885520,2.504788,-0.019797,-0.014646,-0.001069,-0.000597,0.002499,-4.641415,4.641415,0.002478,-0.000581,-0.001078
5492.598229,176.713591,-475.701008,5.906510,2.503655,-0.020430,-0.011996,-0.002174,-0.000275,0.002940,-4.641748,4.641748,0.002896,-0.000248,-0.002177
5493.658469,175.861762,-475.070115,5.928168,2.501349,-0.020721,-0.008878,-0.002979,0.000065,0.003154,-4.639723,4.639723,0.003092,0.000091,-0.002978
5494.724918,175.006425,-474.433542,5.950264,2.498172,-0.020651,-0.005515,-0.005364,0.000363,0.003268,-4.636874,4.636874,0.003157,0.000393,-0.005361
5495.785108,174.157831,-473.798394,5.972157,2.492485,-0.020266,-0.002050,-0.007650,0.000686,0.003037,-4.633021,4.633021,0.002882,0.000701,-0.007647
5496.876473,173.290255,-473.136655,5.994267,2.484136,-0.019518,0.001264,-0.006548,-0.000274,0.002900,-4.631578,4.631578,0.002772,-0.000282,-0.006546
5497.955396,172.437605,-472.475882,6.015316,2.477072,-0.019814,0.004393,-0.010186,0.000482,0.003024,-4.629461,4.629461,0.002822,0.000437,-0.010186
5499.077871,171.555932,-471.781542,6.037539,2.465639,-0.019274,0.007787,-0.005123,0.000103,0.002864,-4.625457,4.625457,0.002765,0.000063,-0.005122
5500.156766,170.713253,-471.108137,6.058346,2.460112,-0.019163,0.010877,-0.003782,0.000293,0.002827,-4.619749,4.619749,0.002754,0.000252,-0.003784
5501.229430,169.878602,-470.434682,6.078924,2.456055,-0.018849,0.013909,-0.000205,-0.000197,0.002732,-4.613068,4.613068,0.002728,-0.000200,-0.000202
5502.277194,169.065372,-469.774322,6.098710,2.455840,-0.019056,0.016772,-0.003401,-0.000168,0.002804,-4.606398,4.606398,0.002739,-0.000225,-0.003397
5503.343623,168.238207,-469.101525,6.119066,2.452213,-0.019235,0.019762,-0.004429,-0.000154,0.002781,-4.598955,4.598955,0.002696,-0.000241,-0.004425
5504.416277,167.408646,-468.421830,6.139739,2.447462,-0.019400,0.022745,-0.004986,-0.000032,0.002754,-4.590331,4.590331,0.002657,-0.000145,-0.004983
5505.495141,166.577343,-467.734485,6.160719,2.442083,-0.019434,0.025716,-0.003209,-0.000272,0.002636,-4.579727,4.579727,0.002573,-0.000354,-0.003201
5506.561563,165.758590,-467.051500,6.181516,2.438660,-0.019723,0.028527,-0.003203,-0.000396,0.002546,-4.567987,4.567987,0.002483,-0.000487,-0.003190
5507.627973,164.941990,-466.365973,6.202635,2.435244,-0.020146,0.031241,-0.006642,-0.001038,0.002449,-4.554647,4.554647,0.002315,-0.001245,-0.006605
5508.700565,164.122797,-465.673942,6.224343,2.428120,-0.021259,0.033868,-0.006169,0.000192,0.002351,-4.538854,4.538854,0.002220,-0.000017,-0.006171
5509.816634,163.276995,-464.946163,6.248135,2.421235,-0.021044,0.036492,0.000972,0.000298,0.001971,-4.517358,4.517358,0.001992,0.000334,0.000961
5510.833220,162.505941,-464.284004,6.269768,2.422223,-0.020741,0.038496,-0.010047,-0.001376,0.002135,-4.502255,4.502255,0.001927,-0.001762,-0.009984
5511.912057,161.691367,-463.577002,6.292255,2.411384,-0.022225,0.040800,-0.001848,0.006202,0.001018,-4.486629,4.486629,0.000977,0.006121,-0.002099
5513.009630,160.873580,-462.845362,6.316657,2.409356,-0.015418,0.041917,-0.009486,-0.003929,0.002111,-4.474829,4.474829,0.001965,-0.004323,-0.009311
5514.071437,160.077852,-462.142529,6.333248,2.399284,-0.019591,0.044159,-0.007343,0.001995,0.001302,-4.448079,4.448079,0.001158,0.001669,-0.007422
5515.119207,159.301262,-461.439463,6.353949,2.391591,-0.017501,0.045522,-0.020554,0.005892,0.001694,-4.434029,4.434029,0.001334,0.004950,-0.020798
5516.310162,158.431265,-460.626415,6.374742,2.367112,-0.010484,0.047540,-0.014423,0.002263,0.001384,-4.421733,4.421733,0.001233,0.001575,-0.014513
5517.426356,157.629115,-459.850333,6.386605,2.351014,-0.007958,0.049085,-0.006048,-0.001151,0.001203,-4.406265,4.406265,0.001155,-0.001446,-0.005984
5518.492832,156.875486,-459.095786,6.395220,2.344564,-0.009186,0.050368,-0.005519,0.000694,0.001092,-4.395837,4.395837,0.001041,0.000415,-0.005547
5519.540697,156.141691,-458.347808,6.404903,2.338781,-0.008459,0.051512,-0.021823,0.003138,0.001242,-4.392070,4.392070,0.001057,0.002010,-0.021955
5520.688045,155.348121,-457.519216,6.414476,2.313743,-0.004858,0.052937,-0.001830,0.000098,0.001036,-4.396452,4.396452,0.001027,0.000001,-0.001833
5521.773193,154.619770,-456.714838,6.419535,2.311757,-0.004752,0.054061,-0.010747,-0.000610,0.000844,-4.406723,4.406723,0.000793,-0.001190,-0.010698
5522.833461,153.904868,-455.931857,6.424544,2.300362,-0.005399,0.054956,-0.019106,-0.000010,0.000971,-4.416408,4.416408,0.000868,-0.001059,-0.019077
5523.974587,153.152772,-455.073669,6.430376,2.278559,-0.005410,0.056064,-0.004027,-0.000051,0.000902,-4.427934,4.427934,0.000880,-0.000277,-0.004018
5525.053497,152.460408,-454.246235,6.435861,2.274215,-0.005465,0.057038,-0.009010,0.001800,0.000810,-4.440109,4.440109,0.000760,0.001283,-0.009098
5526.132368,151.769727,-453.417445,6.441477,2.264494,-0.003523,0.057911,-0.010068,0.001606,0.000781,-4.455530,4.455530,0.000745,0.001021,-0.010144
5527.254769,151.062384,-452.545990,6.445031,2.253194,-0.001720,0.058788,0.005683,-0.000923,0.000482,-4.473450,4.473450,0.000492,-0.000588,0.005728
5528.258934,150.434440,-451.762386,6.446553,2.258901,-0.002648,0.059272,-0.018110,-0.000454,0.000544,-4.489204,4.489204,0.000496,-0.001526,-0.018051
5529.375145,149.735259,-450.892292,6.449127,2.238687,-0.003154,0.059879,-0.017534,0.000694,0.000962,-4.505260,4.505260,0.000906,-0.000356,-0.017544
5530.609726,148.986780,-449.910478,6.452386,2.217040,-0.002297,0.061066,0.001797,0.000322,0.000593,-4.509547,4.509547,0.000597,0.000431,0.001774
5531.613997,148.379640,-449.110518,6.454785,2.218845,-0.001974,0.061662,-0.018011,0.001924,0.000747,-4.510403,4.510403,0.000711,0.000811,-0.018095
5532.780125,147.680698,-448.177069,6.456892,2.197842,0.000270,0.062533,-0.002192,0.000204,0.000624,-4.509672,4.509672,0.000625,0.000067,-0.002200
5533.871576,147.040815,-447.292865,6.456576,2.195450,0.000493,0.063214,-0.008870,-0.000469,0.000422,-4.505414,4.505414,0.000427,-0.001028,-0.008822
5534.931874,146.415379,-446.436674,6.456260,2.186046,-0.000004,0.063662,-0.016773,0.000118,0.000602,-4.499714,4.499714,0.000602,-0.000949,-0.016746
5536.079258,145.753825,-445.499212,6.456239,2.166801,0.000131,0.064353,0.001034,-0.000084,0.000670,-4.489079,4.489079,0.000670,-0.000017,0.001037
5537.139483,145.157061,-444.622884,6.456162,2.167897,0.000043,0.065063,-0.016994,0.001589,0.000517,-4.475214,4.475214,0.000517,0.000481,-0.017061
